ApplicationNumber,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,MonthlyLoanPayment,MonthlyIncome,JobTenure,LoanApproved
24689,18,"$45,047.00",609,,Doctorate,"$22,228.00",60 months,Married,1,Mortgage,0,Education,0,,"$3,753.92",14,No
27977,18,"$34,293.00",597,,Bachelor,"$17,566.00",84 months,Single,4,Own,0,Vehicle,0,$209.12,,9,No
25585,18,"$73,538.00",573,,Master,"$40,563.00",12 months,Married,0,Other,0,Education,0,"$3,380.25","$6,128.17",3,No
22452,18,"$41,523.00",458,Employed,Bachelor,"$22,451.00",48 months,Married,1,Rent,0,Debt Consolidation,0,,"$3,460.25",5,No
17314,18,"$107,546.00",565,Employed,Master,"$28,227.00",60 months,Single,1,Mortgage,0,Home Improvement,0,$470.45,,10,Yes
24443,18,"$125,109.00",515,Employed,Bachelor,"$33,220.00",60 months,Married,1,Mortgage,0,Vehicle,0,,"$10,425.75",3,Yes
27086,18,"$57,679.00",555,Employed,Master,"$29,670.00",48 months,Married,2,Rent,0,Home Improvement,1,$618.13,"$4,806.58",8,No
20440,18,"$27,607.00",579,Employed,Master,"$12,554.00",72 months,Married,5,Rent,0,Debt Consolidation,0,$174.36,"$2,300.58",3,No
13397,18,"$28,081.00",547,Employed,Diploma,"$29,137.00",48 months,Divorced,2,Mortgage,0,Education,0,$607.02,"$2,340.08",4,No
30421,18,"$18,507.00",553,Employed,Diploma,"$38,948.00",72 months,Single,1,Rent,0,Education,0,,"$1,542.25",6,No
15136,18,"$20,506.00",563,Employed,Bachelor,"$22,505.00",48 months,Widowed,0,Rent,0,Education,0,$468.85,"$1,708.83",5,No
15878,18,"$33,377.00",570,,Diploma,"$34,469.00",48 months,Married,1,Rent,0,Home Improvement,0,$718.10,"$2,781.42",4,No
13052,18,"$92,711.00",610,Employed,Bachelor,"$13,293.00",84 months,Married,1,Rent,0,Vehicle,0,,"$7,725.92",5,No
16364,18,"$67,197.00",426,,High School,"$19,907.00",36 months,Single,2,Own,0,Debt Consolidation,0,$552.97,"$5,599.75",2,No
24377,18,"$29,620.00",636,Employed,Doctorate,"$19,731.00",48 months,Single,1,Mortgage,0,Debt Consolidation,0,$411.06,"$2,468.33",3,No
12525,18,"$41,914.00",520,Employed,Diploma,"$19,045.00",12 months,Single,2,Mortgage,0,Home Improvement,0,"$1,587.08","$3,492.83",6,No
24216,18,"$48,661.00",596,Employed,Master,"$14,554.00",96 months,Divorced,0,Mortgage,0,Home Improvement,0,$151.60,"$4,055.08",8,No
14233,18,"$26,654.00",525,Employed,High School,"$18,204.00",36 months,Married,1,Rent,0,Vehicle,0,$505.67,"$2,221.17",5,No
14029,18,"$107,141.00",609,,Bachelor,"$6,427.00",120 months,Single,0,Own,0,Vehicle,1,,"$8,928.42",9,No
14247,18,"$21,184.00",472,Employed,Bachelor,"$12,957.00",60 months,Single,2,Rent,0,Education,0,$215.95,"$1,765.33",7,No
20271,18,"$26,541.00",485,Employed,High School,"$15,261.00",108 months,Married,0,Rent,0,Personal,0,$141.31,"$2,211.75",4,No
14123,18,"$94,299.00",541,Employed,Bachelor,"$9,976.00",36 months,Single,1,Mortgage,0,Education,0,$277.11,"$4,263.25",6,Yes
18999,18,"$68,221.00",474,Employed,Diploma,"$14,071.00",12 months,Divorced,4,Rent,0,Vehicle,0,"$1,172.58","$5,685.08",3,Yes
27882,18,"$77,327.00",623,Employed,Doctorate,"$65,357.00",48 months,Divorced,0,Other,0,Vehicle,0,"$1,361.60","$6,443.92",7,No
28781,18,"$28,371.00",524,Employed,High School,"$17,289.00",24 months,Married,0,Rent,0,Home Improvement,0,$720.38,"$2,364.25",5,No
17425,18,"$47,242.00",564,Employed,Master,"$25,337.00",72 months,Single,3,Own,0,Home Improvement,0,$351.90,,4,No
18753,18,"$34,342.00",522,Employed,Bachelor,"$15,454.00",36 months,Married,1,Mortgage,0,Education,0,$429.28,"$2,861.83",4,Yes
23486,18,"$24,999.00",509,Employed,Diploma,"$16,725.00",84 months,Widowed,4,Mortgage,0,Education,0,$199.11,"$2,083.25",1,No
11988,18,"$19,580.00",569,Employed,Master,"$15,281.00",60 months,Married,0,Own,0,Home Improvement,0,$254.68,"$1,631.67",3,No
12584,18,"$48,204.00",580,Employed,Bachelor,"$28,801.00",60 months,Married,0,Mortgage,0,Education,1,$480.02,"$4,017.00",7,No
29224,18,"$81,873.00",513,Employed,High School,"$36,429.00",24 months,Married,2,Own,0,Education,1,"$1,517.88","$6,822.75",6,No
29886,18,"$23,265.00",483,Employed,Master,"$24,587.00",48 months,Married,0,Mortgage,0,Debt Consolidation,1,$512.23,"$1,938.75",9,No
21106,18,"$19,427.00",474,,High School,"$17,667.00",24 months,Married,2,Rent,0,Home Improvement,0,$736.13,,4,No
12845,18,"$170,294.00",539,Employed,Bachelor,"$15,941.00",60 months,Married,0,Rent,0,Debt Consolidation,0,$265.68,"$14,191.17",7,Yes
21439,18,"$175,851.00",485,Employed,Diploma,"$38,188.00",48 months,Married,2,Mortgage,0,Vehicle,0,,"$14,654.25",8,No
19249,18,"$15,000.00",531,Employed,Bachelor,"$27,353.00",84 months,Widowed,2,Rent,0,Debt Consolidation,0,,,6,No
25155,18,"$94,249.00",492,Employed,Bachelor,"$29,582.00",60 months,Widowed,2,Mortgage,0,Education,0,$493.03,"$7,854.08",7,No
23306,18,"$21,930.00",513,,High School,"$45,362.00",96 months,Married,2,Other,0,Home Improvement,0,$472.52,,8,No
21297,18,"$32,533.00",553,,Master,"$21,579.00",48 months,Married,1,Mortgage,0,Debt Consolidation,0,$449.56,"$2,711.08",5,No
17945,18,"$15,000.00",540,,Diploma,"$15,417.00",84 months,Married,1,Mortgage,0,Home Improvement,0,$183.54,"$1,250.00",7,No
24621,18,"$44,231.00",574,Employed,High School,"$19,831.00",48 months,Single,3,Mortgage,0,Debt Consolidation,1,$413.15,"$3,685.92",4,No
27909,18,"$137,075.00",509,,Bachelor,"$16,469.00",24 months,Married,3,Own,0,Debt Consolidation,0,$686.21,"$11,422.92",0,Yes
24828,18,"$51,705.00",580,Employed,High School,"$47,642.00",108 months,Married,3,Own,0,Debt Consolidation,0,$441.13,"$4,308.75",6,No
12063,18,"$64,382.00",496,Employed,Bachelor,"$33,091.00",36 months,Married,1,Own,0,Debt Consolidation,0,,"$5,365.17",6,No
28345,18,"$90,694.00",573,Employed,Bachelor,"$18,460.00",48 months,Single,1,Other,0,Debt Consolidation,0,$384.58,"$7,557.83",9,No
22297,18,"$44,391.00",620,Employed,Master,"$19,908.00",36 months,Married,1,Mortgage,0,Vehicle,0,$553.00,"$3,699.25",8,No
24272,18,"$27,943.00",600,Employed,Master,"$15,063.00",36 months,Married,0,Rent,0,Debt Consolidation,0,$418.42,"$2,328.58",2,No
12427,18,"$65,300.00",487,,Master,"$32,321.00",24 months,Married,1,Own,0,Vehicle,0,"$1,346.71","$5,441.67",9,No
14493,18,"$99,446.00",589,Employed,Diploma,"$16,399.00",60 months,Married,0,Mortgage,0,Education,0,$273.32,"$8,287.17",8,Yes
16088,18,"$43,725.00",530,Employed,Master,"$32,009.00",72 months,Married,4,Mortgage,0,Debt Consolidation,0,,"$3,643.75",5,No
11661,18,"$41,619.00",467,Employed,Bachelor,"$32,338.00",84 months,Married,0,Own,0,Debt Consolidation,0,$384.98,,4,No
15591,18,"$51,413.00",524,,Bachelor,"$34,826.00",24 months,Married,1,Rent,0,Vehicle,0,"$1,451.08","$4,284.42",4,No
27591,18,"$17,404.00",548,Self-Employed,Bachelor,"$16,368.00",36 months,Single,1,Own,0,Home Improvement,0,$454.67,"$1,450.33",2,No
25778,18,"$15,000.00",574,Employed,High School,"$22,749.00",60 months,Divorced,0,Other,0,Home Improvement,0,,"$1,250.00",6,No
13666,18,"$31,423.00",554,Employed,High School,"$19,151.00",48 months,Married,1,Mortgage,0,Vehicle,0,$398.98,"$2,618.58",5,No
22022,18,"$87,840.00",554,,Master,"$27,499.00",60 months,Married,4,Rent,0,Home Improvement,0,$458.32,,9,No
14020,18,"$38,534.00",587,,Doctorate,"$18,385.00",72 months,Married,1,Mortgage,0,Debt Consolidation,0,$255.35,,5,No
22823,18,"$103,457.00",581,Employed,Master,"$16,073.00",72 months,Married,2,Mortgage,0,Debt Consolidation,0,$223.24,"$8,621.42",5,Yes
15985,18,"$29,952.00",585,Employed,Diploma,"$20,039.00",36 months,Single,1,Rent,0,Education,0,$556.64,"$2,496.00",2,No
12759,18,"$21,481.00",527,Employed,High School,"$13,485.00",48 months,Married,2,Mortgage,0,Debt Consolidation,0,$280.94,"$1,790.08",9,No
16734,18,"$48,209.00",594,Employed,High School,"$39,732.00",12 months,Married,4,Mortgage,0,Debt Consolidation,0,"$3,311.00","$4,017.42",6,No
12092,18,"$51,163.00",587,Unemployed,Master,"$17,552.00",36 months,Married,0,Mortgage,0,Education,0,$487.56,"$4,263.58",1,No
16941,18,"$44,083.00",556,Employed,High School,"$11,401.00",72 months,Married,1,Rent,0,Debt Consolidation,0,$158.35,"$3,673.58",5,Yes
11067,18,"$64,715.00",553,Employed,Bachelor,"$26,826.00",96 months,Married,4,Own,0,Home Improvement,0,$279.44,"$5,392.92",7,No
15432,18,"$29,546.00",571,,Master,"$24,237.00",60 months,Married,0,Mortgage,0,Debt Consolidation,0,,"$2,462.17",6,No
26854,18,"$56,552.00",524,Employed,Bachelor,"$38,784.00",96 months,Married,0,Mortgage,0,Home Improvement,0,$404.00,"$4,712.67",3,No
16389,18,"$53,892.00",465,,Master,"$19,003.00",84 months,Single,3,Mortgage,0,Home Improvement,0,$226.23,"$4,491.00",3,No
18962,18,"$100,218.00",478,Employed,Master,"$46,749.00",24 months,Single,0,Rent,0,Vehicle,0,"$1,947.88","$8,351.50",3,No
10575,18,"$15,000.00",570,,Diploma,"$50,226.00",48 months,Married,1,Mortgage,0,Debt Consolidation,1,,"$1,250.00",3,No
18790,18,"$15,000.00",507,Employed,Bachelor,"$15,339.00",72 months,Married,3,Mortgage,0,Vehicle,0,$213.04,"$1,250.00",1,No
17095,18,"$83,761.00",517,Employed,High School,"$16,616.00",60 months,Divorced,1,Mortgage,0,Education,0,$276.93,"$6,980.08",5,no
24639,18,"$30,409.00",579,Employed,High School,"$28,271.00",60 months,Married,0,Mortgage,0,Debt Consolidation,0,$471.18,"$2,534.08",3,No
26812,18,"$28,301.00",577,Employed,Bachelor,"$15,905.00",48 months,Single,0,Rent,0,Debt Consolidation,0,$331.35,"$2,358.42",2,No
20715,18,"$19,124.00",611,Employed,Master,"$34,661.00",48 months,Married,5,Mortgage,0,Vehicle,0,$722.10,"$1,593.67",5,No
25590,18,"$51,578.00",477,,Doctorate,"$27,362.00",24 months,Married,1,Own,0,Vehicle,0,"$1,140.08","$4,298.17",4,No
27875,18,"$34,233.00",573,Employed,Bachelor,"$32,717.00",60 months,Married,4,Mortgage,0,Vehicle,0,$545.28,"$2,852.75",5,No
24825,18,"$17,446.00",530,Employed,High School,"$10,785.00",120 months,Divorced,2,Mortgage,0,Vehicle,0,$89.88,"$1,453.83",4,No
24057,18,"$28,042.00",530,Employed,High School,"$46,028.00",48 months,Divorced,0,Own,0,Education,0,$958.92,"$2,336.83",8,No
25835,18,"$20,027.00",508,Employed,High School,"$56,981.00",12 months,Married,4,Rent,0,Vehicle,0,"$4,748.42","$1,668.92",2,No
18906,18,"$56,522.00",570,Employed,Master,"$19,388.00",96 months,Divorced,4,Rent,0,Education,0,$201.96,"$4,710.17",5,No
22590,18,"$29,203.00",564,Employed,Diploma,"$23,858.00",60 months,Married,1,Rent,0,Debt Consolidation,0,$397.63,,5,No
24996,18,"$46,495.00",565,Unemployed,Master,"$27,725.00",60 months,Married,0,Rent,0,Personal,0,$462.08,"$3,874.58",5,No
17648,18,"$177,706.00",554,Employed,High School,"$27,733.00",60 months,Married,2,Rent,0,Education,1,$462.22,"$14,808.83",5,Yes
21953,18,"$87,075.00",440,Employed,High School,"$22,782.00",96 months,Married,0,Mortgage,0,Education,0,,"$7,256.25",9,Yes
12040,18,"$37,167.00",566,Employed,Master,"$15,403.00",12 months,Married,3,Mortgage,0,Education,0,"$1,283.58","$3,097.25",7,No
16227,18,"$57,358.00",570,Employed,Doctorate,"$17,374.00",36 months,Single,2,Own,0,Debt Consolidation,0,$482.61,"$4,779.83",5,Yes
19699,18,"$72,094.00",593,Employed,Diploma,"$29,515.00",60 months,Divorced,4,Other,0,Education,0,$491.92,"$6,007.83",7,No
20158,18,"$82,077.00",517,Employed,High School,"$16,535.00",84 months,Married,1,Rent,0,Debt Consolidation,0,,"$6,839.75",5,No
28391,18,"$59,455.00",532,Employed,Master,"$18,303.00",60 months,Married,1,Own,0,Home Improvement,1,$305.05,"$4,954.58",4,No
10763,18,"$160,729.00",555,Employed,Master,"$22,942.00",48 months,Widowed,2,Other,0,Personal,0,$477.96,"$13,394.08",4,Yes
22349,18,"$38,658.00",483,Employed,Diploma,"$21,321.00",36 months,Divorced,3,Mortgage,0,Home Improvement,0,$592.25,"$3,221.50",6,No
19504,18,"$35,468.00",515,Employed,High School,"$24,416.00",72 months,Single,0,Rent,0,Debt Consolidation,0,$339.11,"$2,955.67",3,No
12540,18,"$124,156.00",543,Employed,Doctorate,"$21,919.00",60 months,Married,2,Rent,0,Debt Consolidation,0,$365.32,"$10,346.33",2,Yes
23439,18,"$84,935.00",486,,High School,"$23,487.00",72 months,Single,0,Rent,0,Education,0,$326.21,"$7,077.92",2,No
24427,18,"$15,000.00",587,Employed,Master,"$19,737.00",36 months,Married,3,Rent,0,Vehicle,0,,"$1,250.00",5,No
14308,18,"$25,631.00",559,Employed,High School,"$16,226.00",60 months,Single,3,Mortgage,0,Vehicle,0,$270.43,,5,No
21023,18,"$64,011.00",608,Employed,Bachelor,"$12,479.00",60 months,Married,0,Rent,0,Home Improvement,0,$207.98,"$5,334.25",5,No
15299,18,"$50,856.00",493,Employed,High School,"$25,672.00",108 months,Widowed,1,Rent,0,Education,0,$237.70,"$2,708.17",5,No
12305,18,"$27,225.00",433,Employed,High School,"$22,851.00",24 months,Married,2,Rent,0,Debt Consolidation,0,,"$2,268.75",3,No
15695,18,"$30,782.00",421,Employed,High School,"$18,185.00",12 months,Married,1,Rent,0,Home Improvement,0,,"$2,565.17",7,No
17099,18,"$30,450.00",451,,Bachelor,"$12,445.00",72 months,Widowed,0,Rent,0,Education,0,$172.85,"$2,537.50",3,No
14694,18,"$56,633.00",462,Employed,Diploma,"$16,791.00",60 months,Divorced,1,Rent,0,Home Improvement,0,$279.85,"$4,719.42",4,No
12291,18,"$71,059.00",520,Employed,Bachelor,"$16,693.00",36 months,Divorced,2,Mortgage,0,Debt Consolidation,0,$463.69,"$5,921.58",7,No
25883,18,"$35,761.00",531,,Bachelor,"$13,899.00",24 months,Married,0,Mortgage,0,Education,0,$579.13,"$2,980.08",5,No
18019,18,"$55,799.00",561,Employed,High School,"$10,236.00",72 months,Single,2,Rent,0,Home Improvement,1,$142.17,"$4,649.92",1,No
10737,18,"$15,885.00",551,Employed,Master,"$35,284.00",84 months,Single,0,Other,0,Home Improvement,0,,"$1,323.75",1,No
25095,18,"$37,077.00",527,Unemployed,Bachelor,"$19,902.00",24 months,Divorced,2,Mortgage,0,Education,0,,"$3,089.75",4,No
16982,18,"$56,390.00",616,Employed,Bachelor,"$35,774.00",48 months,Married,0,Rent,0,Home Improvement,0,,"$4,699.17",9,No
26129,18,"$15,000.00",594,Employed,Master,"$15,430.00",96 months,Married,0,Mortgage,0,Home Improvement,0,$160.73,"$1,250.00",6,No
18701,18,"$43,095.00",564,Employed,High School,"$9,684.00",72 months,Married,4,Rent,0,Debt Consolidation,0,$134.50,"$3,591.25",3,No
19381,18,"$40,460.00",565,Employed,Master,"$15,197.00",108 months,Single,3,Mortgage,0,Education,0,$140.71,"$3,371.67",3,No
14486,18,"$22,578.00",601,,Bachelor,"$16,151.00",84 months,Married,1,Mortgage,0,Vehicle,0,$192.27,"$1,881.50",3,No
16425,18,"$33,236.00",579,Employed,Master,"$15,969.00",36 months,Married,1,Rent,0,Education,0,$443.58,"$2,769.67",5,No
14714,18,"$42,795.00",554,Employed,High School,"$34,737.00",60 months,Married,2,Mortgage,0,Vehicle,0,$578.95,"$3,566.25",10,No
14931,18,"$36,886.00",607,Employed,Master,"$10,288.00",36 months,Divorced,0,Mortgage,0,Education,0,$285.78,,3,No
26053,18,"$38,178.00",600,Self-Employed,Master,"$16,370.00",12 months,Married,1,Rent,0,Debt Consolidation,0,,"$3,181.50",2,No
21912,18,"$29,872.00",478,Employed,High School,"$38,711.00",48 months,Single,0,Rent,0,Personal,0,,"$2,489.33",6,No
25224,18,"$75,604.00",457,Employed,Bachelor,"$47,200.00",48 months,Married,5,Mortgage,0,Education,0,$983.33,,4,No
13732,18,"$41,547.00",518,Employed,Bachelor,"$19,367.00",60 months,Married,0,Rent,0,Vehicle,1,$322.78,"$3,462.25",3,No
19146,18,"$69,032.00",551,Unemployed,Diploma,"$60,433.00",96 months,Married,2,Own,0,Home Improvement,0,$629.51,"$5,752.67",5,No
15298,18,"$25,890.00",609,Employed,High School,"$11,753.00",60 months,Married,1,Own,0,Home Improvement,0,,"$2,157.50",5,No
27678,18,"$74,151.00",601,,Bachelor,"$30,938.00",48 months,Married,0,Own,0,Home Improvement,0,,"$6,179.25",4,No
17121,18,"$104,936.00",500,Employed,High School,"$12,273.00",36 months,Divorced,2,Rent,0,Education,0,$340.92,"$8,744.67",8,No
15547,18,"$124,018.00",521,Employed,Master,"$23,657.00",48 months,Married,3,Other,0,Home Improvement,0,$492.85,"$10,334.83",4,Yes
11478,18,"$20,685.00",554,Employed,Diploma,"$26,720.00",48 months,Single,0,Mortgage,0,Home Improvement,0,$556.67,"$1,723.75",4,No
16855,18,"$52,446.00",559,Employed,Master,"$23,848.00",24 months,Divorced,2,Own,0,Debt Consolidation,0,,"$4,370.50",4,No
29718,18,"$23,142.00",534,Employed,Master,"$17,788.00",60 months,Divorced,0,Rent,0,Home Improvement,0,$296.47,"$1,928.50",5,No
21120,18,"$30,826.00",478,Employed,High School,"$23,305.00",72 months,Married,1,Mortgage,0,Home Improvement,0,,"$2,568.83",8,No
20723,18,"$51,298.00",563,Employed,High School,"$29,544.00",24 months,Single,0,Rent,0,Home Improvement,0,"$1,231.00","$4,274.83",8,No
23694,18,"$47,449.00",546,Employed,High School,"$37,052.00",60 months,Divorced,0,Mortgage,0,Personal,0,$617.53,"$3,954.08",10,No
19776,18,"$36,008.00",558,Employed,Diploma,"$13,434.00",60 months,Single,0,Mortgage,0,Home Improvement,0,$223.90,"$3,000.67",7,No
18525,18,"$23,874.00",565,Employed,High School,"$8,879.00",60 months,Married,0,Rent,0,Education,0,$147.98,"$1,989.50",1,No
20107,18,"$27,208.00",555,,Master,"$16,618.00",12 months,Divorced,1,Mortgage,0,Debt Consolidation,0,"$1,384.83","$2,267.33",4,No
20858,18,"$23,904.00",504,,Bachelor,"$31,197.00",108 months,Married,3,Rent,0,Debt Consolidation,0,$288.86,"$1,992.00",6,No
27323,18,"$76,895.00",613,,Master,"$29,483.00",36 months,Divorced,0,Rent,0,Vehicle,0,,"$6,407.92",5,Yes
12891,18,"$15,000.00",570,Employed,Diploma,"$23,943.00",48 months,Single,1,Own,0,Debt Consolidation,0,$498.81,"$1,250.00",4,No
11652,18,"$59,708.00",573,,Bachelor,"$34,225.00",12 months,Married,1,Other,0,Personal,1,"$2,852.08","$4,975.67",1,No
26064,18,"$32,679.00",581,,High School,"$13,158.00",36 months,Married,0,Own,0,Home Improvement,0,$365.50,"$2,723.25",2,No
10943,18,"$63,559.00",571,,Diploma,"$20,750.00",60 months,Married,1,Rent,0,Home Improvement,0,$345.83,"$5,296.58",6,No
14224,18,"$81,763.00",526,Unemployed,Bachelor,"$27,389.00",60 months,Married,1,Mortgage,0,Education,0,$456.48,,11,No
27272,18,"$56,532.00",562,Unemployed,Master,"$23,431.00",36 months,Married,4,Rent,0,Debt Consolidation,0,,"$4,711.00",2,No
24786,18,"$61,034.00",622,,Master,"$8,359.00",72 months,Divorced,2,Mortgage,0,Home Improvement,0,$116.10,"$5,086.17",7,Yes
16474,18,"$19,540.00",544,Employed,Bachelor,"$7,882.00",24 months,Widowed,1,Own,0,Vehicle,0,$328.42,"$1,628.33",4,No
13108,18,"$54,650.00",514,Employed,Master,"$25,199.00",36 months,Married,4,Mortgage,0,Home Improvement,1,$699.97,"$4,554.17",3,No
19968,18,"$33,971.00",514,,High School,"$27,982.00",12 months,Single,1,Mortgage,0,Debt Consolidation,0,"$2,331.83","$2,830.92",7,No
28906,18,"$22,886.00",594,Employed,Bachelor,"$13,324.00",120 months,Divorced,1,Rent,0,Home Improvement,0,$111.03,"$1,907.17",8,No
16805,18,"$44,389.00",518,Employed,Master,"$37,313.00",48 months,Married,0,Rent,0,Personal,0,$777.35,"$3,699.08",9,No
29776,18,"$50,253.00",529,Unemployed,High School,"$27,671.00",12 months,Married,3,Own,0,Vehicle,0,"$2,305.92","$4,187.75",6,No
22910,18,"$53,605.00",552,Employed,Master,"$21,099.00",48 months,Married,2,Rent,0,Debt Consolidation,0,$439.56,"$4,467.08",8,No
23406,18,"$54,604.00",601,,High School,"$18,759.00",96 months,Single,1,Rent,0,Home Improvement,0,,,5,No
13382,18,"$65,844.00",623,Employed,Doctorate,"$13,496.00",48 months,Married,3,Own,0,Home Improvement,0,$281.17,"$5,487.00",6,Yes
14394,18,"$87,204.00",572,Employed,Master,"$41,767.00",48 months,Widowed,2,Rent,0,Vehicle,0,$870.15,"$7,267.00",5,No
11209,18,"$35,163.00",508,Self-Employed,High School,"$22,210.00",24 months,Single,1,Own,0,Home Improvement,1,$925.42,"$2,930.25",1,No
19708,18,"$97,412.00",478,Employed,Bachelor,"$17,388.00",96 months,Married,0,Rent,0,Home Improvement,0,$181.13,"$8,117.67",10,No
25801,18,"$21,669.00",602,,Bachelor,"$12,770.00",120 months,Widowed,5,Own,0,Home Improvement,0,,"$1,805.75",2,No
28711,18,"$39,297.00",562,,Bachelor,"$19,181.00",60 months,Divorced,4,Other,0,Debt Consolidation,0,$319.68,,4,No
17896,18,"$32,492.00",570,Employed,High School,"$17,204.00",108 months,Married,1,Other,0,Home Improvement,0,$159.30,"$2,707.67",5,No
29636,18,"$27,118.00",551,Employed,High School,"$17,951.00",120 months,Divorced,2,Rent,0,Vehicle,1,$149.59,"$2,259.83",6,No
14839,18,"$45,583.00",460,Unemployed,Bachelor,"$15,087.00",60 months,Single,2,Own,0,Debt Consolidation,0,$251.45,"$3,798.58",4,No
21008,18,"$80,578.00",585,Unemployed,High School,"$79,483.00",60 months,Divorced,0,Mortgage,0,Education,0,"$1,324.72",,1,No
21267,18,"$41,265.00",482,Employed,High School,"$32,886.00",24 months,Divorced,4,Mortgage,0,Home Improvement,0,"$1,370.25","$3,438.75",7,No
24678,18,"$65,472.00",569,Employed,Bachelor,"$34,370.00",108 months,Divorced,2,Own,0,Home Improvement,1,$318.24,"$5,456.00",7,No
25776,18,"$73,166.00",567,,Master,"$20,956.00",84 months,Single,3,Mortgage,0,Debt Consolidation,0,$249.48,"$6,097.17",7,Yes
17317,18,"$259,829.00",544,,Bachelor,"$12,138.00",60 months,Single,3,Rent,0,Home Improvement,0,$202.30,,6,Yes
14316,18,"$30,592.00",508,,Diploma,"$27,677.00",60 months,Married,1,Other,0,Home Improvement,0,,"$2,549.33",7,No
25816,18,"$179,124.00",508,Employed,Master,"$18,835.00",36 months,Divorced,2,Mortgage,0,Vehicle,0,,,5,Yes
20797,18,"$23,286.00",579,Employed,Diploma,"$19,498.00",48 months,Married,1,Mortgage,0,Personal,0,$406.21,"$1,940.50",5,No
23917,18,"$113,877.00",534,Employed,High School,"$19,760.00",60 months,Single,2,Mortgage,0,Home Improvement,0,$329.33,"$9,489.75",4,Yes
18178,18,"$60,633.00",506,,High School,"$24,027.00",84 months,Single,2,Mortgage,0,Debt Consolidation,0,$286.04,"$5,052.75",11,No
12317,18,"$38,111.00",485,Employed,Bachelor,"$11,546.00",36 months,Single,3,Mortgage,0,Debt Consolidation,0,$320.72,"$3,175.92",4,No
22673,18,"$28,912.00",598,Self-Employed,Diploma,"$31,114.00",36 months,Married,3,Mortgage,0,Debt Consolidation,0,$864.28,"$2,409.33",3,No
